PDatTime;BASET;CO2;CO2_pressure
Value;Value;Value;Value
Unit;Unit;Unit;Unit

14.03.2022  16:31:39;0.0;1.2677242172960825;1.058
14.03.2022  16:34:39;0.020085123500290743;1.282430933806709;1.058


