PDatTime;BASET;CO2;CO2_pressure
Value;Value;Value;Value
Unit;Unit;Unit;Unit

14.02.2022  19:24:54;0.0;1.2946295341704803;1.058
14.02.2022  19:25:54;0.0066639716293015;1.3600981639322474;1.058
14.02.2022  19:26:54;0.0133590033416415;1.215599268698209;1.058
14.02.2022  19:27:54;0.0200851235002907;1.3369525070802988;1.058
14.02.2022  19:28:54;0.0268423506147516;1.2208558326402918;1.058
14.02.2022  19:29:54;0.033630692203582;1.2429917084145936;1.058
14.02.2022  19:30:54;0.040450143594806;1.3662922891722977;1.058
14.02.2022  19:31:54;0.0473006865192241;1.3560956366200947;1.058
14.02.2022  19:32:54;0.0541822875533969;1.1958217860728868;1.058
14.02.2022  19:33:54;0.0610948963180346;1.4012949602937004;1.058
14.02.2022  19:34:54;0.0680384432438094;1.2793223980663835;1.058
14.02.2022  19:35:54;0.0750128370907673;1.301977635841353;1.058
14.02.2022  19:36:54;0.0820179622241337;1.3687533939967793;1.058
14.02.2022  19:37:54;0.0890536754275968;1.267223682730684;1.058
14.02.2022  19:38:54;0.0961198021120334;1.2889835573522823;1.058
14.02.2022  19:39:54;0.1032161318239924;1.3295598736247007;1.058
14.02.2022  19:40:54;0.1103424130368107;1.3068235991002246;1.058
14.02.2022  19:41:54;0.1174983470319967;1.3218332257520433;1.058
14.02.2022  19:42:54;0.1246837347601429;1.2570036371992201;1.058
14.02.2022  19:43:54;0.1319013192207397;1.4216066697897538;1.058
14.02.2022  19:44:55;0.1391539342610829;1.4682536696189616;1.058
14.02.2022  19:45:55;0.146441700304281;1.3534512371817344;1.058
14.02.2022  19:46:55;0.1537647503426812;1.4508797879456632;1.058
14.02.2022  19:47:55;0.161123216780548;1.3695939832360373;1.058
14.02.2022  19:48:55;0.1685172313656584;1.4252690963164065;1.058
14.02.2022  19:49:55;0.1759469251193247;1.4498908131176615;1.058
14.02.2022  19:50:55;0.1834124282614984;1.4114941147719333;1.058
14.02.2022  19:51:55;0.1909138701306002;1.580198698076757;1.058
14.02.2022  19:52:55;0.198451379099204;1.376225828365228;1.058
14.02.2022  19:53:55;0.206025082485208;1.3801302417181442;1.058
14.02.2022  19:54:55;0.2136351064585285;1.259662526135217;1.058
14.02.2022  19:55:55;0.221281575943365;1.420918613564802;1.058
14.02.2022  19:56:55;0.2289646145142418;1.3878443230343873;1.058
14.02.2022  19:57:55;0.2366843442849946;1.4374936076248492;1.058
14.02.2022  19:58:55;0.2444408857913542;1.4488221727585702;1.058
14.02.2022  19:59:55;0.2522343578664418;1.4534306992145485;1.058
14.02.2022  20:00:55;0.2600648775094053;1.4324827502779744;1.058
14.02.2022  20:01:55;0.2679325597476459;1.501167998401801;1.058
14.02.2022  20:02:55;0.2758375174899875;1.5070444532860492;1.058
14.02.2022  20:03:55;0.2837798613692196;1.4362634468561646;1.058
14.02.2022  20:04:55;0.2917596995752516;1.5092548220299007;1.058
14.02.2022  20:05:55;0.299777137676432;1.4972901998062054;1.058
14.02.2022  20:06:55;0.3078322784310383;1.603437361371627;1.058
14.02.2022  20:07:55;0.3159252215910373;1.4747040734728631;1.058
14.02.2022  20:08:55;0.3240560636911282;1.4891842231859298;1.058
14.02.2022  20:09:55;0.3322248978205038;1.6307520353511338;1.058
14.02.2022  20:10:56;0.3404318133814772;1.4102992261302023;1.058
14.02.2022  20:11:56;0.3486768958273177;1.3591086701010555;1.058
14.02.2022  20:12:56;0.356960226387046;1.562656696045805;1.058
14.02.2022  20:13:56;0.3652818817836685;1.581067598690364;1.058
14.02.2022  20:14:56;0.3736419339263971;1.451870276812586;1.058
14.02.2022  20:15:56;0.3820404495733089;1.6431818371732194;1.058
14.02.2022  20:16:56;0.3904774899768207;1.6001223542784087;1.058
14.02.2022  20:17:56;0.3989531104911704;1.6669114657169748;1.058
14.02.2022  20:18:56;0.4074673601648773;1.61372941887152;1.058
14.02.2022  20:19:56;0.4160202813349067;1.3983647353768733;1.058
14.02.2022  20:20:56;0.4246119091723327;1.7270715446233105;1.058
14.02.2022  20:21:56;0.4332422711759199;1.5753789338231645;1.058
14.02.2022  20:22:56;0.4419113866461886;1.609176652834772;1.058
14.02.2022  20:23:56;0.4506192660881183;1.578716213006377;1.058
14.02.2022  20:24:56;0.4593659106027485;1.561376525387084;1.058
14.02.2022  20:25:56;0.4681513113072861;1.571984216776476;1.058
14.02.2022  20:26:56;0.476975448662185;1.483858925769636;1.058
14.02.2022  20:27:56;0.4858382917053518;1.5285776057801606;1.058
14.02.2022  20:28:56;0.4947397972728342;1.6012117923566305;1.058
14.02.2022  20:29:57;0.5036799090839014;1.5854807767387822;1.058
14.02.2022  20:30:57;0.5126585568383019;1.7448442230642478;1.058
14.02.2022  20:31:57;0.5216756554151486;1.6576140314183039;1.058
14.02.2022  20:32:57;0.53073110389223;1.5788293564446503;1.058
14.02.2022  20:33:57;0.5398247844012128;1.7225839218070447;1.058
14.02.2022  20:34:57;0.5489565610027746;1.6154202131521749;1.058
14.02.2022  20:35:57;0.558126278308656;1.6141977625020063;1.058
14.02.2022  20:36:57;0.5673337601948564;1.490469290271208;1.058
14.02.2022  20:37:57;0.5765788087999937;1.7398884840699758;1.058
14.02.2022  20:38:57;0.5858612031850561;1.5602581292756614;1.058
14.02.2022  20:39:57;0.5951806977171241;1.574683344547421;1.058
14.02.2022  20:40:57;0.6045370205830828;1.601880366341565;1.058
14.02.2022  20:41:57;0.6139298718731826;1.7450489644242488;1.058
14.02.2022  20:42:57;0.6233589219780195;1.7192560931744445;1.058
