ts;PDatTime;BASET;CO2;CO2_pressure
Value;Value;Value;Value;Value
Unit;Unit;Unit;Unit;Unit

15.04.2022  13:36:29;15.04.2022  13:36:24;0.0;1.267724217296079;1.058
15.04.2022  13:37:30;15.04.2022  13:37:25;0.006663971629301545;1.272681097885773;1.058
15.04.2022  13:38:30;15.04.2022  13:38:25;0.013359003341641536;1.2775854626111156;1.058
15.04.2022  13:39:30;15.04.2022  13:39:25;0.020085123500290743;1.2824309338067055;1.058
15.04.2022  13:40:30;15.04.2022  13:40:25;0.026842350614751626;1.2872104563611098;1.058
15.04.2022  13:41:30;15.04.2022  13:41:25;0.033630692203582;1.2919162156730755;1.058
15.04.2022  13:42:30;15.04.2022  13:42:25;0.04045014359480603;1.2965395326315476;1.058
15.04.2022  13:43:30;15.04.2022  13:43:25;0.0473006865192241;1.3010707441338136;1.058
15.04.2022  13:44:30;15.04.2022  13:44:25;0.05418228755339691;1.3054990562998476;1.058
15.04.2022  13:45:30;15.04.2022  13:45:25;0.06109489631803461;1.3098123827297374;1.058
15.04.2022  13:46:31;15.04.2022  13:46:25;0.0680384432438094;1.3139971722525037;1.058
15.04.2022  13:47:31;15.04.2022  13:47:25;0.0750128370907673;1.318038169126321;1.058
15.04.2022  13:48:31;15.04.2022  13:48:25;0.08201796222413373;1.3219181341747523;1.058
15.04.2022  13:49:31;15.04.2022  13:49:25;0.08905367542759689;1.3256175139281625;1.058
15.04.2022  13:50:31;15.04.2022  13:50:25;0.09611980211203343;1.329114073747622;1.058
15.04.2022  13:51:31;15.04.2022  13:51:25;0.10321613182399247;1.3323824490485021;1.058
15.04.2022  13:52:31;15.04.2022  13:52:25;0.11034241303681076;1.3353935502633834;1.058
15.04.2022  13:53:31;15.04.2022  13:53:25;0.11749834703199676;1.3381138879964989;1.058
15.04.2022  13:54:31;15.04.2022  13:54:25;0.12468373476014298;1.3407134300412915;1.058
15.04.2022  13:55:31;15.04.2022  13:55:25;0.13190131922073975;1.3469987650434938;1.058
15.04.2022  13:56:31;15.04.2022  13:56:25;0.13915393426108294;1.3532725344216365;1.058
15.04.2022  13:57:31;15.04.2022  13:57:25;0.146441700304281;1.3595518190511604;1.058
15.04.2022  13:58:31;15.04.2022  13:58:25;0.15376475034268128;1.3658359257620452;1.058
15.04.2022  13:59:31;15.04.2022  13:59:25;0.16112321678054803;1.3721241096039067;1.058
15.04.2022  14:00:31;15.04.2022  14:00:25;0.16851723136565844;1.3784155853593982;1.058
15.04.2022  14:01:31;15.04.2022  14:01:25;0.17594692511932478;1.3847095245873178;1.058
15.04.2022  14:02:31;15.04.2022  14:02:25;0.18341242826149848;1.3910050460822527;1.058
15.04.2022  14:03:32;15.04.2022  14:03:25;0.19091387013060024;1.3973012128692928;1.058
