ts;PDatTime;BASET;CO2;CO2_pressure
Value;Value;Value;Value;Value
Unit;Unit;Unit;Unit;Unit

12.04.2022 22-15-34;12.04.2022  22:15:04;0.0;1.2677242172960825;1.058
12.04.2022 22-16-34;12.04.2022  22:16:04;0.006663971629301545;1.2726810978857765;1.058
